,userId,productId,score
49,A10A1K96R26YAV,B000BPS038,5.0
50,A10A5JJZ7UJINK,B000HZTGLM,3.0
51,A10AG3O76QWLE0,B0008JGSCM,5.0
52,A10ANZROOOM3CZ,B000PBY9BU,4.0
53,A10AT6M2TLM36H,B00004TBJI,5.0
54,A10AUGVLQZTI5H,B0001ZI53S,2.0
55,A10B3WFVNEHCDS,B000071NUS,5.0
56,A10B3YYBCLRN1T,B000CZ4I1U,3.0
57,A10BYY07C2CPJZ,B000MLDBWG,5.0
58,A10CNK04PS6D1S,B00004TBJI,5.0
59,A10CR4BO53WIQX,B00004TBKI,5.0
60,A10CU4R6QEIEAK,B0000BYEA2,4.0
61,A10DGCGVLYL6DX,B00004SZ9D,5.0
62,A10DIIT4AIGH5K,B0002ASXF2,5.0
63,A10DLKABMEJVGL,B000FI4O90,4.0
64,A10DMS35LK9QNK,B000071NUS,5.0
65,A10DPE5Z0KYB4A,B000DILSAU,5.0
66,A10DQEGGFWENTM,B000BQQMJQ,5.0
67,A10EB1G4G7OO8I,B000OZWUR2,5.0
68,A10EKEHC8AJLQ4,B0002X629S,4.0
69,A10ERSEFIAHESG,B000071NUS,5.0
70,A10EZ3EJY8G7G5,B0008JGSD6,5.0
71,A10FEI18V269HG,B0002RPX1C,4.0
72,A10G1BS795EAOX,B000E7QYNG,4.0
73,A10GATV9UUWBOQ,B000ERETII,2.0
74,A10GI4ADXIKBYS,B000F6BYWM,5.0
75,A10GKMYT24VCSN,B000ERETII,5.0
76,A10GLTT37F5B45,B00004TBKL,5.0
77,A10GLVITSITGSA,B0007RXD8M,1.0
78,A10GM1XCW5REA4,B000JJMZIW,5.0
79,A10GNSTFCP5IH9,B000071NUS,5.0
80,A10GVMRCMS4ZZR,B000FJA0HE,4.0
81,A10HD9OUXXQXVD,B000LH0USE,1.0
82,A10HNX19D04JQ9,B000N47P8I,1.0
83,A10HSQ0U6S69HK,B0000BXHL0,4.0
84,A10HXZ0YW5XBZT,B0000BYDZH,3.0
85,A10I0CQKEIROA4,B000FGI2CW,5.0
86,A10I1CNBRPU8O0,B000F75V6G,1.0
87,A10IABXWPKKU7J,B0000775G4,3.0
88,A10IM0OCJWDSTA,B000A613R8,4.0
89,A10JEIUL09D3Z8,B000P9UOB6,4.0
90,A10JWU28FPMMVR,B000P7DWBC,4.0
91,A10JXM48EKBN82,B000F99IGI,1.0
92,A10K1AI4CC0588,B00005Y0ID,2.0
93,A10K1AI4CC0588,B000DN7OQW,1.0
94,A10K6MQN3M97C2,B00005KC94,2.0
95,A10K736AKLZJVC,B000EM9DG6,1.0
96,A10K7M76LFB35T,B0007RXD8M,5.0
97,A10K7QBLLN6VLE,B0000775FZ,5.0
98,A10KJ56Z1N4KVV,B0002PS7O4,5.0
99,A10KJXSF0PULGH,B0000BXHL1,5.0
100,A10KM48D7AUL5H,B000OBWWXS,4.0
101,A10KN4BVUT5H9B,B0007XXNRW,4.0
102,A10KW1JPJRY6NZ,B0002MUOJI,5.0
103,A10L4O4K6M5YV3,B000071NUS,5.0
104,A10L7F2V8368DO,B000M0TJC8,4.0
105,A10LCYN9RAK3O9,B000EPYMBY,4.0
106,A10LH55LRGEI24,B000HJ7AIY,5.0
107,A10LR5LRY9SGI2,B000KL5HZC,5.0
108,A10LUC1C19LOCL,B0009RM42Q,5.0
109,A10LWFKVC21F82,B000EM9DG6,1.0
110,A10M4PDT40U1I7,B00004OCIK,5.0
111,A10M8DJIAQT6U6,B00005AWCY,3.0
112,A10MBPTTQA249A,B0000BXHL1,5.0
113,A10MT6T4QD9SNO,B000BRBQEG,1.0
114,A10MVAVRS0Y91,B0007WFG2I,4.0
115,A10N57OSFOU8DD,B000EGYRU4,5.0
116,A10NDFW0N9PRC6,B000PSJXC8,1.0
117,A10NK6NRYD5AZR,B000DILSAU,5.0
118,A10NLC83WXT1LB,B000AF8BMY,5.0
119,A10NNJZ27H8N18,B0000775G0,5.0
120,A10NPM0R3LHQFL,B000BQN4T2,5.0
121,A10NRMMN2LUO4Q,B000NUY5Q2,5.0
122,A10NWRU9WVRHXC,B0007WFG2I,5.0
123,A10O7TA7S44AGN,B000QDHZPY,4.0
124,A10OEH218TA8BC,B000EM9DHA,1.0
125,A10OFN92ANNVAA,B0007XXNUY,1.0
126,A10OK3JG49A1JD,B000ECP7WU,5.0
127,A10OZHVNXXX4UT,B000ERETII,3.0
128,A10P1GP2CR5T6D,B0002Y62VK,5.0
129,A10P1JKSVOKIIU,B0001DT3YU,5.0
130,A10PFHSKNPGSGB,B0000630MY,5.0
131,A10PPXDF2ZZYJO,B0000775FZ,5.0
132,A10PQWASKQ7YCJ,B000CC5G3M,5.0
133,A10PR0UGYY3S4W,B00004TBKM,4.0
134,A10PZBJOLUJVU0,B00008BFSU,5.0
135,A10Q1XNYG79959,B000JJMZIW,3.0
136,A10Q7Q3HFLG06S,B000NVMTC8,3.0
137,A10Q9YNZKI0KPQ,B000IZ3V30,5.0
138,A10QA154TIL8J9,B000EX83RU,4.0
139,A10QV9TYXS2Y6H,B000CFOW3O,4.0
140,A10QWIKURGIE20,B000JJMZIW,5.0
141,A10RHYA8B2K9QT,B000E5T71O,4.0
142,A10RPLT4LN5893,B0000BYDR5,4.0
143,A10S42JEBYJTCA,B000MLDBX0,5.0
144,A10S6A609P6JVN,B000P6K91O,3.0
145,A10SB5T2J0OHSX,B0007RXD8M,1.0
146,A10SRTGUFY3UQR,B0009J5O3K,5.0
147,A10SWM1OXKFC,B000JJMZIW,5.0
148,A10SX290IW5D2W,B0007XXNRW,5.0
149,A10SY6Q6YYBUWM,B00004SZ9D,5.0
150,A10TF6TUAV0XZP,B0002Z0MNS,4.0
151,A10TF6TUAV0XZP,B0007KQUK2,5.0
152,A10TF6TUAV0XZP,B0007KQUKM,5.0
153,A10TYUGWFZK1YY,B000FJTV42,1.0
154,A10U3785QY0BIN,B00080OD9Q,1.0
155,A10UCPKB337L59,B000ERETII,5.0
156,A10UT56NN3W8XJ,B0001UYMLM,5.0
157,A10UVZGOI4UIKR,B000P9UOAC,5.0
158,A10UX39D7YO6G2,B000P7DWBC,4.0
159,A10UZ7JTZ9KQ00,B000FJA0HE,3.0
160,A10VPZUGZAO0GG,B000MLDBX0,5.0
161,A10WAB1JCA1ND7,B000BIU1XC,4.0
162,A10WRUFMZY47J9,B000P9UOAC,4.0
163,A10X3S8SDWOS30,B000P4GF3M,4.0
164,A10X44ZNRJX5QY,B00080OD7S,1.0
165,A10XIH83Y8ER7Z,B00004TBK2,1.0
166,A10Y058K7B96C6,B0001ZI53S,4.0
167,A10Y895OQGMJIN,B000BIU1X2,5.0
168,A10YV2ERICRTQP,B000MN2TNQ,5.0
169,A10Z8FC0SMU5VQ,B0002564VM,1.0
170,A10ZBR6O8S8OCY,B000MM2SF6,5.0
171,A10ZFE6YE0UHW8,B0002RPX1C,4.0
172,A10ZG43Z0P4S2X,B000JLKQRC,1.0
173,A10ZQEZS6PZ3RA,B00004SZ9D,5.0
174,A10ZU8BF92Q49F,B0007RXD8C,3.0
175,A1100RIKXAC8VO,B000BPPP4U,5.0
176,A1104SY3D7TSJ0,B0007CXT8G,3.0
177,A1104WBWZA27RL,B000ND1HTW,5.0
178,A110BN6VZ6X7B3,B000FJTWH8,5.0
179,A110GSSPW2XWZJ,B00005Y0ID,1.0
180,A110NW84C8CF36,B0009J5O3K,5.0
181,A1113S1YB1CDN9,B000JJMZIW,5.0
182,A1115A5D9ZZVR9,B0000VUN8S,4.0
183,A111AHHUGMRXQ5,B0009RM426,5.0
184,A111KZHV2LXSJ7,B00023RYS6,5.0
185,A111L6UMAILQ6S,B000HCUERU,4.0
186,A111PH76SCPYCK,B0001MS3DI,3.0
187,A111S44RAQHQVP,B000EO0XTU,1.0
188,A11238EK3DLXLG,B000OAJPFC,4.0
189,A1123LJIBNS8VC,B000MN2TNQ,5.0
190,A1124795HFHAL4,B000IVL992,3.0
191,A1129TIKDWKA51,B000BQW65A,5.0
192,A112AEBYKPSVMP,B000JJMZIW,4.0
193,A112ER6G82CV5T,B000HJDG0U,5.0
194,A112UWBX1OLHOI,B000ERETII,3.0
195,A11366FKCUZCH5,B000JTB5DS,5.0
196,A113NRZ1WLYPA2,B0007KGWGY,2.0
197,A113WJ57OCX5CI,B00023RYT0,5.0
198,A113ZE1YONXZY6,B00006WNR4,4.0
199,A1146SQR9K0JR,B0007RXD9Q,1.0
200,A114QWKME1W93C,B00005Y0ID,5.0
201,A114UA400Y804T,B0000775FZ,5.0
202,A1154JU8NIKZVD,B000HCUERU,4.0
203,A115AW5N78TSFN,B0006856E6,4.0
204,A115JQ0HBXKXHG,B0007OER2G,4.0
205,A115P4HJJWBLME,B000EX83RU,1.0
206,A115V1Q3HUUUFJ,B00080OD9Q,1.0
207,A1167MCFZJOFF,B000EBMUZ8,5.0
208,A1168WSS8UTJN5,B000A6L85K,5.0
209,A1168Z7CTNB6N8,B00004TBJ7,5.0
210,A116CW1EDYJVNW,B000071NUS,5.0
211,A116EWMH0NPOMG,B00004TBMV,5.0
212,A116MCP8YDAIV7,B000A0VUTK,1.0
213,A116N0S7QXDKJP,B00080ODGE,5.0
214,A116S2TU5SW5F7,B0007WFG2I,5.0
215,A116XEO3T2SHJI,B00004TBKM,5.0
216,A117HVDEU5EN94,B000KL4LVI,4.0
217,A117O9N8VHFGC9,B0002YPQEO,3.0
218,A117QC68YCGM08,B000QEAR76,4.0
219,A117WIWU1EGLE1,B000A613R8,5.0
220,A117XUS2KI1M04,B000EM9DG6,4.0
221,A1180P1HCK8K74,B000KL2VGU,4.0
222,A1184Q08HQU6TD,B0000VUN8S,4.0
223,A1186YXB0Q9BK4,B00004S4S0,1.0
224,A1187NKEPQOIL0,B0007RXD8M,5.0
225,A118ACT1CTXFJF,B000EO0XTU,1.0
226,A118FUNP7V9ZX8,B000094YKM,1.0
227,A118OH4YTVSSVP,B000COHG8S,4.0
228,A118PFXVFNOUEE,B000JJIWL6,5.0
229,A1192MDGZB3O0X,B00005YX31,5.0
230,A1198KRIRGK0E9,B000P9UOB6,5.0
231,A119C5AR4H6H0U,B000P9UOB6,4.0
232,A119RMVOBG7Q1R,B000UGPK9U,2.0
233,A119UPKK8J0VWQ,B000G7TKCG,5.0
234,A119WNMUM3VY9M,B0000VUN8I,3.0
235,A11AAABJ1DUT6A,B0001YFAEQ,2.0
236,A11AHLU1ULRB7D,B000E435YA,5.0
237,A11AQ117851TZ8,B000OV5SOI,5.0
238,A11AVO8B3DBD7Y,B000BPASBK,5.0
239,A11B2DJ9P4KNET,B000HU6C46,2.0
240,A11BIL8VFO5VPS,B000EEQ57Y,5.0
241,A11BKFD2XDF3MZ,B000MRHPQS,3.0
242,A11BQ9IUEB49KN,B0000DINGG,5.0
243,A11C3Q0NWLWF3U,B0002X7T22,5.0
244,A11CHSI1Y37FW5,B00061MQIC,5.0
245,A11CQHEIY68ZB8,B000NHTH0O,5.0
246,A11D0106K8C8IX,B000A28780,1.0
247,A11D984UB1G3T6,B00080OD9Q,5.0
248,A11DAGOXRBKVJ7,B000B6Q6BA,5.0
249,A11DKU28PBEM0K,B000FI4O90,3.0
250,A11EO0OJDHDK0O,B000JLKQRC,5.0
251,A11EVJF0TQI5VX,B0002MUOJI,5.0
252,A11EY1NA6JHRVR,B0007KY5JU,4.0
253,A11F2ARB2SXDA4,B000JD813Q,1.0
254,A11FCY87QTNHV3,B00004TBMV,5.0
255,A11FHOF13Z4FKA,B000HJ7AIY,5.0
256,A11G0VETMPDBT2,B0001YFADW,5.0
257,A11G1IM82SI754,B00061MQIC,5.0
258,A11GN0NY7IO9PU,B00004SZ9D,5.0
259,A11HA545GEUW5F,B00080OD9Q,4.0
260,A11HB23HD95NS1,B000071NUS,4.0
261,A11HKMBLOJS9XX,B000C024K2,5.0
262,A11HR6P9RG2YI3,B0000DINGG,5.0
263,A11HZUWRYT6L2X,B000EC0DX8,3.0
264,A11I099YPNUMHJ,B00004TBKM,5.0
265,A11IAA2QZPOKOK,B000071NUS,4.0
266,A11IBQ4BCLG2J5,B00004TBKM,5.0
267,A11IJ1DUN5DGMH,B000EX83RU,5.0
268,A11IMGSJ52SYK6,B000288W50,4.0
269,A11IN7EERDC4WX,B0000VUN8S,3.0
270,A11IY777ZF9AKA,B000DILSAU,5.0
271,A11JWL12H7JZVZ,B000MN2TNQ,1.0
272,A11KVLXY4V6AKG,B0006856EQ,4.0
273,A11KXFV5JBRONY,B000B6Q6BA,5.0
274,A11LAPIR5OLLTZ,B000NPM64U,5.0
275,A11LL1BKTOTDMD,B000BQQMJQ,5.0
276,A11LO0DDZ9YT2A,B000A0YHIQ,2.0
277,A11M20QLVC6U98,B00015CN1S,4.0
278,A11M5NKZF1TZVO,B000O1B04U,5.0
279,A11M9NIOUKV04Q,B000PLVCX8,5.0
280,A11MVK9O6H7C9H,B00080ODSW,2.0
281,A11MW1IRF7FB5W,B000P9UOB6,5.0
282,A11N3KLZ37QSX2,B00008BFSU,5.0
283,A11N54DYZ6NT3K,B00005YX2T,2.0
284,A11N6061XXQ72V,B000JJMZIW,5.0
285,A11OCLMTDWPNY3,B0009XEK5Y,5.0
286,A11OID4QGFPKPA,B000B6Q6BA,5.0
287,A11OJ1DWODOOPP,B00080OD9Q,1.0
288,A11OQUV1ZI2MT2,B000A0VULS,5.0
289,A11ORMG5F5A5KT,B0001MS3DI,4.0
290,A11OTLEDSW8ZXD,B0006856EQ,5.0
291,A11P48G7T7O2BF,B000H7CUSQ,1.0
292,A11PI8JNC3932W,B000KFSM8C,5.0
293,A11PRUJD1J8ANE,B0007OER26,5.0
294,A11PTCZ2FM2547,B000HD9XB2,1.0
295,A11PTWAM6WHYSW,B000EM9DG6,5.0
296,A11PX61DYM8HH9,B000071NUS,5.0
297,A11QE13BE8UXY9,B000EUCNP6,5.0
298,A11QJU4EGX6CKP,B000071NUS,2.0
299,A11QLD1OTLVPA0,B0002Y62W4,5.0
300,A11QQFDZ2ZYQW6,B00008BFSU,5.0
301,A11R5VW7IM6ISQ,B000P7DWBC,5.0
302,A11RAN139MYUU8,B00005Y0IH,1.0
303,A11RATIOAF3QK9,B000P9UOB6,4.0
304,A11RJH8JB8HYJH,B00068JC7I,4.0
305,A11RKL42N8O5Y3,B000071NUS,4.0
306,A11RKNKYMB3RZE,B000HD9XB2,5.0
307,A11RTG80KGTAB3,B000A28780,5.0
308,A11SBFEWQKNZLR,B000071NUS,4.0
309,A11SCN934P5VO6,B0000BXHL1,5.0
310,A11SOJN4GDC4LJ,B0000775G0,5.0
311,A11SRJVQPFZLX5,B000EM79W6,1.0
312,A11STJGMWQCZKO,B000MBUOOO,5.0
313,A11SZHAUH4WNLP,B00005BSXD,3.0
314,A11T43WK7C7OR4,B00026O0GW,5.0
315,A11T807LX2EF00,B000EX83RU,5.0
316,A11T9K2CH6DNZU,B000EC0DX8,5.0
317,A11TFCUPM19NVM,B0000BYDXN,4.0
318,A11TFIOGMUTH4P,B000P6K91O,5.0
319,A11TLE19T7F94T,B0007WFG2I,5.0
320,A11U6TDQJCKV9U,B0001MII88,5.0
321,A11UE1CS84I9QJ,B0000775G0,5.0
322,A11UE3SYVP19VE,B00005Y0ID,5.0
323,A11UH55ICNO4R9,B00004TBKI,5.0
324,A11UH55ICNO4R9,B00004TBKK,5.0
325,A11UMSXXWTVZ6S,B000EM79VC,1.0
326,A11URNLV9QROR0,B000E327VS,1.0
327,A11UZPZAFGI74U,B00005Y0ID,2.0
328,A11WKLK77Z5M0E,B000P9UOAC,5.0
329,A11WQ3IUV7ZSW3,B000EX83RU,4.0
330,A11WVMAMIXNP4N,B000G2SZ2C,5.0
331,A11WWS9MLRIUND,B00005Y0ID,1.0
332,A11X59SVUCK2BZ,B0002Q2JNS,2.0
333,A11X9WIUGRYWRX,B000BQW65A,5.0
334,A11XDU6CI6OT4I,B00004TBKL,1.0
335,A11XQD1PAODH4W,B000EM79VC,5.0
336,A11XREQLBXVMJ5,B0006ZJPJ6,5.0
337,A11XZIK61EGKV3,B000B6Q6BA,5.0
338,A11Y5T9FVJKCGD,B000BPS038,5.0
339,A11Y7VKHEY7NQ7,B000GGESVA,3.0
340,A11Y90SLW887OB,B000EX83RU,3.0
341,A11YKHECDV0ZTC,B00005Y0ID,1.0
342,A11YOTONCPRQ9S,B000B6Q6BA,1.0
343,A11YOTONCPRQ9S,B000KFSM8C,5.0
344,A11ZFXCGYCKNES,B000071NUS,4.0
345,A11ZQKAPHB9C15,B000B9PRZS,4.0
346,A11ZXPDBX69GZP,B00095VB3G,5.0
347,A1203UXWCOZ5EK,B000EM9DG6,5.0
348,A120UJ7A32W129,B0007XXNU4,3.0
349,A121KHZUV4FH8M,B000EM9DG6,3.0
350,A121UTGWBMRVTP,B0007XXNSQ,1.0
351,A122A77PQCO1H8,B000HHQ5X2,5.0
352,A122CUKYZ3QLGT,B000071NUS,4.0
353,A122DRWHPNBSSN,B000PR2BAU,2.0
354,A122E06S5YW0CG,B000NIF4OG,5.0
355,A122IHCV9NQOD9,B0009XEKIQ,4.0
356,A122IONL8MMVL5,B0001MS3DI,5.0
357,A1231ZWZ66NDHF,B0006IX85U,4.0
358,A123AA8ITAQFBN,B000EM9DG6,5.0
359,A123IFV7Z2V1DU,B000LGA666,4.0
360,A123S7YHOBRDSO,B0002564LW,1.0
361,A123UPJTL0RSAL,B000ERETII,5.0
362,A123X07ZVA11CW,B000ERETII,5.0
363,A1249I172VKF50,B000BQN4T2,5.0
364,A124AHYU7H8X25,B000JJIWL6,4.0
365,A124B8OXNKEFKW,B0002YW4US,5.0
366,A124HRUP8WLVGM,B00023RYT0,2.0
367,A124I4KMEPJFLI,B0002X629S,2.0
368,A124KY3UEVDHZE,B000P9UOAC,5.0
369,A124NHAKY7ZRFV,B000M0TJC8,5.0
370,A1258I8ZDN771Q,B0006ZJPJ6,5.0
371,A12598ZUI7I06A,B0008G2VZ8,3.0
372,A125CQIOTFNVRS,B0007OER2G,5.0
373,A125KBN8K7B9ZO,B0002DGT1Y,5.0
374,A12659DZNX2NE2,B000071NUS,4.0
375,A126BRMLYZMDRS,B0002PS7O4,3.0
376,A126G92HIOAEC1,B0000BVR3J,1.0
377,A126GCWNI7JKGW,B000E7QYNG,5.0
378,A126PPO8M6AAUY,B000FJX4IQ,4.0
379,A126QYXVG9FUZD,B0000BYDGO,5.0
380,A126RIV24BYHFL,B000Q93Q8I,5.0
381,A126YP212FNTUR,B0002I93RQ,5.0
382,A127JT3KYWUIDQ,B0002RPX1C,5.0
383,A127JUAZZ5GPU4,B0002Q2JNS,1.0
384,A127K3QV818JP2,B00004TBJK,2.0
385,A127SK0FRUCZ2R,B0007XXNSQ,4.0
386,A127SQEQI3TNI0,B000E5T70K,2.0
387,A127Y5IZL8IU8W,B0006229W4,5.0
388,A1287V132PT20L,B0000BVR3J,5.0
389,A128I7WERPO9GU,B00004TBJ4,5.0
390,A128K4SSWJGSKL,B00004TBKG,5.0
391,A128K4SSWJGSKL,B00004TBKH,5.0
392,A128N812ALZNHC,B000ERETII,3.0
393,A128SSF96ERZTA,B000LGA666,5.0
394,A128ZZFS41K1HC,B000FJA0HO,5.0
395,A129DYT9HJ0W1S,B00023RYUE,5.0
396,A129E5ETY3QNBL,B0000AX3XM,1.0
397,A12A2WK0LTTFRO,B000IZ3V30,4.0
398,A12A8A5YK7N0N8,B0000775G0,5.0
399,A12ABUX85LS61W,B000JTB5DS,5.0
400,A12AQ25KN40SNR,B000071NUS,4.0
401,A12AVO3SKUOKO9,B000CFOW3O,4.0
402,A12AYU1IHE7PJN,B0001206R4,5.0
403,A12AZRSNE0B7S3,B000083GF8,5.0
404,A12BM9RWGTPB3R,B000P6K91O,3.0
405,A12BPE945HNHP3,B000B864Z6,1.0
406,A12BPPYUJQRU4G,B000E7QYR2,2.0
407,A12BSNZNKBQ3WQ,B000EM9DHA,5.0
408,A12BSR6YYJ6YFC,B0006IX878,2.0
409,A12BUKR6ZSOMXT,B000COHG8S,5.0
410,A12C3UTX5JGAMU,B0001DT3ZY,5.0
411,A12CBDHX1MJLGZ,B0001LE1VC,5.0
412,A12CQFZEYPWN5O,B0009J5O3K,5.0
413,A12DA5ZHMK5DL,B00067WZIM,5.0
414,A12DEJJM6WEMKJ,B000PBUK7M,3.0
415,A12DQUAJN9QH23,B00095LX34,5.0
416,A12DTKU76A7VD5,B000JD813Q,2.0
417,A12DUWZZ8FE86C,B0000DINGG,1.0
418,A12DYU0JINMRLW,B000071NUS,5.0
419,A12E3BYY4TQXNL,B000F99IEU,5.0
420,A12EXH8WFV681N,B00005Y0ID,1.0
421,A12F3SPS5J5Y1Y,B00004SZ9D,5.0
422,A12FCKJY9CGVYL,B000HU6CLO,5.0
423,A12FGTAMEGTXHQ,B00004SZ9D,5.0
424,A12FNK5PCJNFAY,B0002L9MPG,1.0
425,A12FUJGMUIQC1E,B0006856E6,4.0
426,A12GJL4ZBP06B4,B000071NUS,5.0
427,A12GMJHJY0ZJ1Y,B000LGA666,5.0
428,A12GZCAIWEIOG8,B000E130DE,1.0
429,A12H1TDRB4NQES,B000ERETII,5.0
430,A12H38UEDL49QK,B000071NUS,5.0
431,A12H3CGU0T4VR0,B000DCNAPC,4.0
432,A12HFX1Q1R4G7C,B000H6QTR0,4.0
433,A12HY3ZBJ04U7P,B000EM9DG6,5.0
434,A12I69B07DN7TX,B000EUCNP6,4.0
435,A12IKOODI8NCDI,B00004YURI,5.0
436,A12IW60ECX3N85,B0009J5O3K,5.0
437,A12J0FZTT5S8TT,B000N47P8I,5.0
438,A12JARSR16QM21,B000EX83RU,4.0
439,A12JBRIRKVOS8A,B000OZV2QC,4.0
440,A12JBXOLPA1ZY9,B000Q93Q8I,3.0
441,A12JC8GOTRS9L1,B000B6Q6BA,5.0
442,A12JTSA888KZIW,B000KFUDGG,1.0
443,A12JYPEKEEQQJ,B000O1B04U,5.0
444,A12K0X8EYVNIAY,B0002RPX1C,5.0
445,A12KDF5UETQVUO,B000G2SZ2C,4.0
446,A12KFKGCF7J6LY,B000HM5O2A,2.0
447,A12KL9AFRG5RTH,B000JD813Q,5.0
448,A12KSJ6NJBODTM,B00080OD9Q,5.0
449,A12LH2100CKQO,B00023RYS6,5.0
450,A12LJVM8MVGI1W,B000E5T70K,2.0
451,A12LNDP0DYA0PC,B00027O296,5.0
452,A12LQ58AR74XEF,B0002DI8MW,3.0
453,A12MBVXDGG9C55,B0000BYDZH,5.0
454,A12N3BWTRHTMAC,B000H78YXQ,2.0
455,A12N6IOP9CKDNW,B0000VUN8S,3.0
456,A12N7K94MVBRPO,B000BI4WU0,5.0
457,A12N82F0VUCZ37,B0001YFAEQ,5.0
458,A12NACB5Y1PX3M,B00004TBKI,5.0
459,A12NE4PW2EO4US,B00080OD9Q,3.0
460,A12NHZ3OQWOZY5,B0000DINGG,4.0
461,A12OGDBASG00N2,B000BTQR3Y,5.0
462,A12OKUSUX0CVQ1,B000071NUS,1.0
463,A12OLCPV0YT6SK,B000CFOW3O,5.0
464,A12OUT0ZAJFF4S,B000FRSANM,4.0
465,A12OV63M6QLU99,B0000BXHL1,1.0
466,A12OV99H457WYZ,B000MVC0I2,5.0
467,A12P8L314H7NAM,B000NTDNIO,4.0
468,A12P9X2J12IDOK,B000BPPP4U,5.0
469,A12PTWD0SXFWLM,B00004TBMV,5.0
470,A12Q3DV9HBU3M8,B000MOM7LY,3.0
471,A12QG9XN1BNI7,B000071NUS,4.0
472,A12QL0ZIBW15E0,B000JJIWL6,4.0
473,A12QPZ8232WL6W,B000EM9DHA,1.0
474,A12QQ2819SRSBB,B000071NUS,5.0
475,A12QQR66W309Y5,B000QESCMS,1.0
476,A12QUHC2SB7BVM,B000PSJXC8,5.0
477,A12RS9CZGMKGHZ,B0000VUN8S,4.0
478,A12RU61A7MKPT1,B00080OD9Q,5.0
479,A12S3T8VS7TN4S,B00007E7LX,1.0
480,A12SAS4HVXGT9W,B000BPASBK,5.0
481,A12SEB898YXC8L,B00080OD9Q,5.0
482,A12SFIC0BBI5HY,B0006856EQ,5.0
483,A12SYBLEGPNYR4,B000HCUERU,5.0
484,A12T2YJDP004C2,B00080OE04,4.0
485,A12T5NJ6ISML4A,B00080ODD2,5.0
486,A12T9AMRY7U67P,B000HJ7AIY,1.0
487,A12TJ9RI6CIQO2,B000CDWGUM,2.0
488,A12TWXLZIDNWCX,B00068JC14,5.0
489,A12U94A5E2HPH9,B00006WNR4,5.0
490,A12UQ5C8V4WAFT,B000PAV28E,3.0
491,A12UYFQK6UX8YN,B000NKKIUO,5.0
492,A12UZGLT0A69G,B0001WV6GY,5.0
493,A12V39GWRN8BS1,B0002YW4US,5.0
494,A12VM2KUI68GGJ,B00008BFSN,4.0
495,A12VSUESXH62B7,B00005YX2S,5.0
496,A12VTRA208KJ2G,B000MC7B5I,1.0
497,A12VU10LTF2PW8,B0000BXHL0,4.0
498,A12W1FF3Q4P6I7,B000071NUS,4.0
499,A12W75PJW19C5F,B0000VUN92,5.0
500,A12WL3UW02T1ZT,B0000BXHL1,5.0
501,A12WPUAT8VUXB7,B00004TBMV,4.0
